English;ascension;Polish;wniebowstapieniechristian,religious;09/05/2013,29/05/2014,14/05/2015,05/05/2016,25/05/2017,10/05/2018,30/05/2019,21/05/2020,13/05/2021,26/05/2022,18/05/2023,29/05/2025,;
English;ascension;Estonian;ülestõususchristian,religious;09/05/2013,29/05/2014,14/05/2015,05/05/2016,25/05/2017,10/05/2018,30/05/2019,21/05/2020,13/05/2021,26/05/2022,18/05/2023,29/05/2025,;
English;ascension;Finnish;nousuchristian,religious;09/05/2013,29/05/2014,14/05/2015,05/05/2016,25/05/2017,10/05/2018,30/05/2019,21/05/2020,13/05/2021,26/05/2022,18/05/2023,29/05/2025,;
English;ascension;Slovak;stúpaniechristian,religious;09/05/2013,29/05/2014,14/05/2015,05/05/2016,25/05/2017,10/05/2018,30/05/2019,21/05/2020,13/05/2021,26/05/2022,18/05/2023,29/05/2025,;
English;ascension;Czech;vzestupchristian,religious;09/05/2013,29/05/2014,14/05/2015,05/05/2016,25/05/2017,10/05/2018,30/05/2019,21/05/2020,13/05/2021,26/05/2022,18/05/2023,29/05/2025,;
English;ascension;Hungarian;felemelkedéschristian,religious;09/05/2013,29/05/2014,14/05/2015,05/05/2016,25/05/2017,10/05/2018,30/05/2019,21/05/2020,13/05/2021,26/05/2022,18/05/2023,29/05/2025,;
English;assumption;Swedish;antagandechristian,religious;8-15;;
English;assumption;German;annahmechristian,religious;8-15;;
English;assumption;Dutch;onderstellingchristian,religious;8-15;;
English;assumption;Danish;antagelsechristian,religious;8-15;;
English;assumption;Norwgian;antakelsenchristian,religious;8-15;;
English;assumption;French;assomptionchristian,religious;8-15;;
English;assumption;Lithuanian;prielaidachristian,religious;8-15;;
English;assumption;Latvian;pienemumschristian,religious;8-15;;
English;assumption;Spanish;suposiciónchristian,religious;8-15;;
English;assumption;Portuguese;suposiçãochristian,religious;8-15;;
English;assumption;Slovenian;predpostavkachristian,religious;8-15;;
English;assumption;Croatian;pretpostavkachristian,religious;8-15;;
English;assumption;Polish;zalozeniechristian,religious;8-15;;
English;assumption;Estonian;eelduschristian,religious;8-15;;
English;assumption;Finnish;olettamuschristian,religious;8-15;;
English;assumption;Slovak;predpokladchristian,religious;8-15;;
English;assumption;Czech;predpokladchristian,religious;8-15;;
English;assumption;Hungarian;feltevéschristian,religious;8-15;;
English;christmas;Swedish;julchristian,religious;12-25;;
English;christmas;German;weihnachtenchristian,religious;12-25;;
English;christmas;Dutch;kerstmischristian,religious;12-25;;
English;christmas;Danish;julchristian,religious;12-25;;
English;christmas;Norwgian;julchristian,religious;12-25;;
English;christmas;French;noëlchristian,religious;12-25;;
English;christmas;Lithuanian;kaledoschristian,religious;12-25;;
English;christmas;Latvian;ziemassvetkichristian,religious;12-25;;
English;christmas;Spanish;navidadchristian,religious;12-25;;
English;christmas;Portuguese;natalchristian,religious;12-25;;
English;christmas;Slovenian;bozicchristian,religious;12-25;;
English;christmas;Croatian;bozicchristian,religious;12-25;;
English;christmas;Polish;boze narodzeniechristian,religious;12-25;;
English;christmas;Estonian;jõuludchristian,religious;12-25;;
English;christmas;Finnish;jouluchristian,religious;12-25;;
English;christmas;Slovak;vianocechristian,religious;12-25;;
English;christmas;Czech;vánocechristian,religious;12-25;;
English;christmas;Hungarian;karácsonychristian,religious;12-25;;
English;easter;Swedish;påskchristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;German;osternchristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Dutch;pasenchristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Danish;påskechristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Norwgian;påskechristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;French;pâqueschristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Lithuanian;velykoschristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Latvian;lieldienaschristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Spanish;pascuachristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Portuguese;páscoachristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Slovenian;velikonocnichristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Croatian;uskrschristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Polish;wielkanocchristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Estonian;lihavõttedchristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Finnish;pääsiäinenchristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Slovak;velká nocchristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Czech;velikonocechristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;easter;Hungarian;húsvétchristian,religious;31/03/2013,20/04/2014,05/04/2015,27/03/2016,16/04/2017,01/04/2018,21/04/2019,12/04/2020,04/04/2021,17/04/2022,09/04/2023,20/04/2025,;
English;epiphany;Swedish;epiphaniechristian,religious;1-6;;
English;epiphany;German;epiphaniechristian,religious;1-6;;
English;epiphany;Dutch;epiphaniechristian,religious;1-6;;
English;epiphany;Danish;épiphaniechristian,religious;1-6;;
English;epiphany;Norwgian;epiphaniechristian,religious;1-6;;
English;epiphany;French;epiphaniechristian,religious;1-6;;
English;epiphany;Lithuanian;epiphaniechristian,religious;1-6;;
English;epiphany;Latvian;epiphaniechristian,religious;1-6;;
English;epiphany;Spanish;epiphaniechristian,religious;1-6;;
English;epiphany;Portuguese;epiphaniechristian,religious;1-6;;
English;epiphany;Slovenian;epiphaniechristian,religious;1-6;;
English;epiphany;Croatian;epiphaniechristian,religious;1-6;;
English;epiphany;Polish;epiphaniechristian,religious;1-6;;
English;epiphany;Estonian;epiphaniechristian,religious;1-6;;
English;epiphany;Finnish;epiphaniechristian,religious;1-6;;
English;epiphany;Slovak;epiphaniachristian,religious;1-6;;
English;epiphany;Czech;epiphaniechristian,religious;1-6;;
English;epiphany;Hungarian;epiphaniechristian,religious;1-6;;
English;feast of the candlemas;Swedish;fest av på candlemaschristian,religious;2-2;;
English;feast of the candlemas;German;fest von dem lichtmesschristian,religious;2-2;;
English;feast of the candlemas;Dutch;feest van de lichtmischristian,religious;2-2;;
English;feast of the candlemas;Danish;fest af på kyndelmissechristian,religious;2-2;;
English;feast of the candlemas;Norwgian;fest i i candlemaschristian,religious;2-2;;
English;feast of the candlemas;French;fête de la chandeleurchristian,religious;2-2;;
English;feast of the candlemas;Lithuanian;svente candlemaschristian,religious;2-2;;
English;feast of the candlemas;Latvian;svetki no svecturichristian,religious;2-2;;
English;feast of the candlemas;Spanish;fiesta de la candelariachristian,religious;2-2;;
English;feast of the candlemas;Portuguese;festa das as candelariaschristian,religious;2-2;;
English;feast of the candlemas;Slovenian;praznik iz svecchristian,religious;2-2;;
English;feast of the candlemas;Croatian;blagdan od na svijecnicechristian,religious;2-2;;
English;feast of the candlemas;Polish;uczta z gromnicznegochristian,religious;2-2;;
English;feast of the candlemas;Estonian;pidu küünlaidchristian,religious;2-2;;
English;feast of the candlemas;Finnish;juhlaa on kynttilänpäivächristian,religious;2-2;;
English;feast of the candlemas;Slovak;sviatok of the hromnicechristian,religious;2-2;;
English;feast of the candlemas;Czech;svátek candlemaschristian,religious;2-2;;
English;feast of the candlemas;Hungarian;ünnepe a a gyertyaszentelochristian,religious;2-2;;
English;friday saint;Swedish;fredag ?? saintchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;German;freitag saintchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Dutch;vrijdag saintchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Danish;fredag ?? helgenchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Norwgian;fredag ?? helgenchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;French;vendredi saintchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Lithuanian;treciadienis saintchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Latvian;piektdiena saintchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Spanish;viernes santochristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Portuguese;sexta-feira santochristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Slovenian;petek saintchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Croatian;petak svetacchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Polish;piatek swietychristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Estonian;reede ja saintchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Finnish;perjantai pyhimyschristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Slovak;piatok saintchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Czech;pátek saintchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;friday saint;Hungarian;péntek szentchristian,religious;29/03/2013,18/04/2014,03/04/2015,25/03/2016,14/04/2017,30/03/2018,19/04/2019,10/04/2020,02/04/2021,15/04/2022,07/04/2023,18/04/2025,;
English;monday pentecost more;Swedish;måndag pingst merchristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;German;montag pfingsten mehrchristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Dutch;maandag pinksteren morechristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Danish;mandag pinse merechristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Norwgian;mandag pinse morechristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;French;lundi de pentecôtechristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Lithuanian;pirmadienis sekmines daugiauchristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Latvian;pirmdiena vasarsvetki morechristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Spanish;lunes de pentecostés máschristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Portuguese;segunda-feira de pentecostes maischristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Slovenian;ponedeljek binkosti vecchristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Croatian;ponedjeljak duhovi visechristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Polish;poniedzialek piecdziesiatnica wiecejchristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Estonian;esmaspäev nelipüha veelchristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Finnish;maanantai helluntai lisäächristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Slovak;pondelok turíce morechristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Czech;pondelí letnice morechristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;monday pentecost more;Hungarian;hétfo pünkösd többchristian,religious;20/05/2013,09/06/2014,25/05/2015,16/05/2016,05/06/2017,21/05/2018,10/06/2019,01/06/2020,24/05/2021,06/06/2022,29/05/2023,09/06/2025,;
English;more easter monday;Swedish;mer annandag påskchristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;German;mehr ostermontagchristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Dutch;meer paasmaandagchristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Danish;mere påskedagchristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Norwgian;mer påskedagchristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;French;lundi de pâqueschristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Lithuanian;daugiau velyku pirmadienischristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Latvian;vairak lieldienaschristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Spanish;más lunes de pascuachristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Portuguese;mais feira de páscoachristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Slovenian;vec velikonocni ponedeljekchristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Croatian;vise uskrsni ponedjeljakchristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Polish;poniedzialek wielkanocny wiecejchristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Estonian;rohkem ülestõusmispühachristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Finnish;enemmän pääsiäispäivächristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Slovak;viac velkonocný pondelokchristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Czech;více velikonocní pondelíchristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;more easter monday;Hungarian;több húsvét hétfochristian,religious;01/04/2013,21/04/2014,06/04/2015,28/03/2016,17/04/2017,02/04/2018,22/04/2019,13/04/2020,05/04/2021,18/04/2022,10/04/2023,21/04/2025,;
English;pentecost;Swedish;pingstchristian,religious;19/05/2013,08/06/2014,24/05/2015,15/05/2016,04/06/2017,20/05/2018,09/06/2019,31/05/2020,23/05/2021,05/06/2022,28/05/2023,08/06/2025,;
English;pentecost;German;pfingstenchristian,religious;19/05/2013,08/06/2014,24/05/2015,15/05/2016,04/06/2017,20/05/2018,09/06/2019,31/05/2020,23/05/2021,05/06/2022,28/05/2023,08/06/2025,;
English;pentecost;Dutch;pinksterenchristian,religious;19/05/2013,08/06/2014,24/05/2015,15/05/2016,04/06/2017,20/05/2018,09/06/2019,31/05/2020,23/05/2021,05/06/2022,28/05/2023,08/06/2025,;
English;pentecost;Danish;pinsenchristian,religious;19/05/2013,08/06/2014,24/05/2015,15/05/2016,04/06/2017,20/05/2018,09/06/2019,31/05/2020,23/05/2021,05/06/2022,28/05/2023,08/06/2025,;
English;pentecost;Norwgian;pinsenchristian,religious;19/05/2013,08/06/2014,24/05/2015,15/05/2016,04/06/2017,20/05/2018,09/06/2019,31/05/2020,23/05/2021,05/06/2022,28/05/2023,08/06/2025,;
English;pentecost;French;pentecôtechristian,religious;19/05/2013,08/06/2014,24/05/2015,15/05/2016,04/06/2017,20/05/2018,09/06/2019,31/05/2020,23/05/2021,05/06/2022,28/05/2023,08/06/2025,;
English;pentecost;Lithuanian;sekmineschristian,religious;19/05/2013,08/06/2014,24/05/2015,15/05/2016,04/06/2017,20/05/2018,09/06/2019,31/05/2020,23/05/2021,05/06/2022,28/05/2023,08/06/2025,;
English;pentecost;Latvian;vasarsvetkichristian,religious;19/05/2013,08/06/2014,24/05/2015,15/05/2016,04/06/2017,20/05/2018,09/06/2019,31/05/2020,23/05/2021,05/06/2022,28/05/2023,08/06/2025,;
English;pentecost;Spanish;pentecostéschristian,religious;19/05/2013,08/06/2014,24/05/2015,15/05/2016,04/06/2017,20/05/2018,09/06/2019,31/05/2020,23/05/2021,05/06/2022,28/05/2023,08/06/2025,;
English;pentecost;Portuguese;pentecosteschristian,religious;19/05/2013,08/06/2014,24/05/2015,15/05/2016,04/06/2017,20/05/2018,09/06/2019,31/05/2020,23/05/2021,05/06/2022,28/05/2023,08/06/2025,;
